.500000000000E-03,.550000000000E-02,.723144577503E-03
.500000000000E-03,.650000000000E-02,.100966877827E-02
.500000000000E-03,.750000000000E-02,.134331054279E-02
.500000000000E-03,.850000000000E-02,.172490573003E-02
.500000000000E-03,.950000000000E-02,.215419344891E-02
.150000000000E-02,.550000000000E-02,.735807444648E-03
.150000000000E-02,.650000000000E-02,.101877774166E-02
.150000000000E-02,.750000000000E-02,.135033895813E-02
.150000000000E-02,.850000000000E-02,.173036752573E-02
.150000000000E-02,.950000000000E-02,.215880846678E-02
.250000000000E-02,.550000000000E-02,.818634815068E-03
.250000000000E-02,.650000000000E-02,.107985811496E-02
.250000000000E-02,.750000000000E-02,.139723581031E-02
.250000000000E-02,.850000000000E-02,.176706189050E-02
.250000000000E-02,.950000000000E-02,.218839031973E-02
.350000000000E-02,.550000000000E-02,.104390092619E-02
.350000000000E-02,.650000000000E-02,.125899427368E-02
.350000000000E-02,.750000000000E-02,.153979447745E-02
.350000000000E-02,.850000000000E-02,.188227047464E-02
.350000000000E-02,.950000000000E-02,.228203763786E-02
.450000000000E-02,.550000000000E-02,.143889584208E-02
.450000000000E-02,.650000000000E-02,.160186298049E-02
.450000000000E-02,.750000000000E-02,.183111418592E-02
.450000000000E-02,.850000000000E-02,.212649686864E-02
.450000000000E-02,.950000000000E-02,.248762337807E-02
.550000000000E-02,.550000000000E-02,.199437797051E-02
.550000000000E-02,.650000000000E-02,.211483601179E-02
.550000000000E-02,.750000000000E-02,.229305007895E-02
.550000000000E-02,.850000000000E-02,.253639917563E-02
.550000000000E-02,.950000000000E-02,.284557362699E-02
.650000000000E-02,.550000000000E-02,.269464925467E-02
.650000000000E-02,.650000000000E-02,.278594894379E-02
.650000000000E-02,.750000000000E-02,.292378307607E-02
.650000000000E-02,.850000000000E-02,.311708358605E-02
.650000000000E-02,.950000000000E-02,.337257708863E-02
.750000000000E-02,.550000000000E-02,.353071302880E-02
.750000000000E-02,.650000000000E-02,.360070209047E-02
.750000000000E-02,.750000000000E-02,.370846542145E-02
.750000000000E-02,.850000000000E-02,.386315218829E-02
.750000000000E-02,.950000000000E-02,.407286596834E-02
.850000000000E-02,.550000000000E-02,.449795317908E-02
.850000000000E-02,.650000000000E-02,.455186136570E-02
.850000000000E-02,.750000000000E-02,.463804115590E-02
.850000000000E-02,.850000000000E-02,.476272704140E-02
.850000000000E-02,.950000000000E-02,.493471955991E-02
.950000000000E-02,.550000000000E-02,.563433751314E-02
.950000000000E-02,.650000000000E-02,.567262880948E-02
.950000000000E-02,.750000000000E-02,.573813761008E-02
.950000000000E-02,.850000000000E-02,.583616092935E-02
.950000000000E-02,.950000000000E-02,.597578208001E-02
.500000000000E-03,.500000000000E-03,.182198972268E-04
.500000000000E-03,.150000000000E-02,.575861656748E-04
.500000000000E-03,.250000000000E-02,.151062085169E-03
.500000000000E-03,.350000000000E-02,.294139433295E-03
.500000000000E-03,.450000000000E-02,.484453443793E-03
.150000000000E-02,.500000000000E-03,.137463771166E-03
.150000000000E-02,.150000000000E-02,.148318830726E-03
.150000000000E-02,.250000000000E-02,.203892203515E-03
.150000000000E-02,.350000000000E-02,.324452174674E-03
.150000000000E-02,.450000000000E-02,.503392520262E-03
.250000000000E-02,.500000000000E-03,.384558526885E-03
.250000000000E-02,.150000000000E-02,.388994362155E-03
.250000000000E-02,.250000000000E-02,.412485395330E-03
.250000000000E-02,.350000000000E-02,.483905136632E-03
.250000000000E-02,.450000000000E-02,.618397324981E-03
.350000000000E-02,.500000000000E-03,.752660275020E-03
.350000000000E-02,.150000000000E-02,.754648969073E-03
.350000000000E-02,.250000000000E-02,.767659047869E-03
.350000000000E-02,.350000000000E-02,.808012143510E-03
.350000000000E-02,.450000000000E-02,.894975188745E-03
.450000000000E-02,.500000000000E-03,.124368719836E-02
.450000000000E-02,.150000000000E-02,.124484132871E-02
.450000000000E-02,.250000000000E-02,.125310726001E-02
.450000000000E-02,.350000000000E-02,.127805378234E-02
.450000000000E-02,.450000000000E-02,.133505131395E-02
.550000000000E-02,.500000000000E-03,.185867063157E-02
.550000000000E-02,.150000000000E-02,.185957441034E-02
.550000000000E-02,.250000000000E-02,.186474622650E-02
.550000000000E-02,.350000000000E-02,.188177501090E-02
.550000000000E-02,.450000000000E-02,.192097666329E-02
.650000000000E-02,.500000000000E-03,.259591340248E-02
.650000000000E-02,.150000000000E-02,.259624584419E-02
.650000000000E-02,.250000000000E-02,.260009515344E-02
.650000000000E-02,.350000000000E-02,.261232072076E-02
.650000000000E-02,.450000000000E-02,.264043332003E-02
.750000000000E-02,.500000000000E-03,.345605273472E-02
.750000000000E-02,.150000000000E-02,.345620948886E-02
.750000000000E-02,.250000000000E-02,.345930937373E-02
.750000000000E-02,.350000000000E-02,.346801759544E-02
.750000000000E-02,.450000000000E-02,.348948274769E-02
.850000000000E-02,.500000000000E-03,.443941846308E-02
.850000000000E-02,.150000000000E-02,.443962117242E-02
.850000000000E-02,.250000000000E-02,.444153959391E-02
.850000000000E-02,.350000000000E-02,.444873105965E-02
.850000000000E-02,.450000000000E-02,.446549476821E-02
.950000000000E-02,.500000000000E-03,.564731596203E-02
.950000000000E-02,.150000000000E-02,.564086216394E-02
.950000000000E-02,.250000000000E-02,.562909554926E-02
.950000000000E-02,.350000000000E-02,.561519061176E-02
.950000000000E-02,.450000000000E-02,.561691516024E-02
5E-4,5E-4,1.82199E-5
5E-4,1E-3,2.98924E-5
5E-4,0.002,9.82447E-5
5E-4,0.004,3.83477E-4
5E-4,0.008,0.00153
1E-3,5E-4,6.11347E-5
1E-3,1E-3,6.52698E-5
1E-3,0.002,1.13941E-4
1E-3,0.004,3.87826E-4
1E-3,0.008,0.00153
0.002,5E-4,2.45537E-4
0.002,1E-3,2.4671E-4
0.002,0.002,2.63664E-4
0.002,0.004,4.54645E-4
0.002,0.008,0.00155
0.004,5E-4,9.82822E-4
0.004,1E-3,9.83154E-4
0.004,0.002,9.87414E-4
0.004,0.004,0.00105
0.004,0.008,0.00182
0.008,5E-4,0.00393
0.008,1E-3,0.00393
0.008,0.002,0.00393
0.008,0.004,0.00395
0.008,0.008,0.00422

